Dataset	Seed	MCC	Accuracy	Recall	Specificity	Precision	F1
deepacppred_hc	20	0.8230918610769864	0.9143730998039246	0.9279999732971191	0.905940592288971	0.8592592477798462	0.8923076737738219
deepacppred_hc	21	0.8709613603474291	0.9388379454612732	0.9279999732971191	0.9455445408821106	0.913385808467865	0.9206348683963836
deepacppred_hc	22	0.8556280319079738	0.9296635985374451	0.9520000219345093	0.9158415794372559	0.875	0.9118774046983075
deepacppred_hc	23	0.9034824915461694	0.9541284441947937	0.9520000219345093	0.9554455280303955	0.9296875	0.9407114731592965
deepacppred_hc	24	0.8823725946488128	0.9418960213661194	0.9760000109672546	0.9207921028137207	0.8840579986572266	0.9277566444393148
deepacppred_hc	25	0.8912138458119344	0.9480122327804565	0.9520000219345093	0.9455445408821106	0.9153845906257629	0.9333333012141988
deepacppred_hc	26	0.8831635464699593	0.9449541568756104	0.9200000166893005	0.9603960514068604	0.934959352016449	0.9274193645105091
deepacppred_hc	27	0.8161095374463101	0.9113149642944336	0.9200000166893005	0.905940592288971	0.858208954334259	0.8880308953294159
deepacppred_hc	28	0.8723158133052806	0.9388379454612732	0.9440000057220459	0.9356435537338257	0.9007633328437805	0.9218750189320424
deepacppred_hc	29	0.8723158133052806	0.9388379454612732	0.9440000057220459	0.9356435537338257	0.9007633328437805	0.9218750189320424
deepacppred_lee	0	0.5550015368780838	0.776190459728241	0.7292161583900452	0.8233889937400818	0.8057742714881897	0.7655860353875507
deepacppred_lee	1	0.5269030825870474	0.7630952596664429	0.7387173175811768	0.7875894904136658	0.7774999737739563	0.7576126731954316
deepacppred_lee	2	0.5667367917253879	0.7833333611488342	0.7767220735549927	0.7899761199951172	0.7879518270492554	0.7822966520126552
deepacppred_lee	3	0.6007727898691066	0.800000011920929	0.826603353023529	0.7732697129249573	0.7855530381202698	0.8055555637841542
deepacppred_lee	4	0.5716886552172639	0.7857142686843872	0.7719715237617493	0.7995226979255676	0.7946210503578186	0.7831325555754463
deepacppred_lee	5	0.579537203164405	0.7892857193946838	0.8194774389266968	0.758949875831604	0.773542582988739	0.7958477731676817
deepacppred_lee	6	0.5955064166908383	0.7976190447807312	0.783847987651825	0.8114558458328247	0.8068459630012512	0.7951807249708503
deepacppred_lee	7	0.5384416556745405	0.7690476179122925	0.7885985970497131	0.7494033575057983	0.7597253918647766	0.773892780137884
deepacppred_lee	8	0.554758437586908	0.7773809432983398	0.7790973782539368	0.7756563425064087	0.7772511839866638	0.7781731861106876
deepacppred_lee	9	0.5056852633071796	0.7511904835700989	0.6959620118141174	0.8066825866699219	0.7834224700927734	0.7371069617424402
deepacppred_lee	10	0.5558077293712529	0.7773809432983398	0.7482185363769531	0.8066825866699219	0.7954545617103577	0.7711138733138894
deepacppred_lee	11	0.49134527520072413	0.7452380657196045	0.7173396944999695	0.7732697129249573	0.760705292224884	0.738386323596645
deepacppred_lee	12	0.546422332417722	0.7702381014823914	0.6983373165130615	0.8424820899963379	0.8166666626930237	0.7528809639789681
deepacppred_lee	13	0.557823231346312	0.7785714268684387	0.7553443908691406	0.801909327507019	0.7930174469947815	0.7737226388038234
deepacppred_lee	14	0.5381303186295747	0.7642857432365417	0.6722090244293213	0.8568019270896912	0.8250728845596313	0.7408376946027844
deepacppred_lee	15	0.6337581347672171	0.8166666626930237	0.8361045122146606	0.7971360087394714	0.8054919838905334	0.8205127867028179
deepacppred_lee	16	0.5857232723740842	0.7928571701049805	0.7909738421440125	0.79474937915802	0.79474937915802	0.7928571457596604
deepacppred_lee	17	0.5279601856313989	0.7595238089561462	0.6698337197303772	0.8496419787406921	0.8173912763595581	0.7362923816037735
deepacppred_lee	18	0.6333312726335686	0.8166666626930237	0.8171021342277527	0.8162291049957275	0.8171021342277527	0.8171021342277527
deepacppred_lee	19	0.5827192310276877	0.7904762029647827	0.7529691457748413	0.8281623125076294	0.8149100542068481	0.7827160758387841
deepacppred_lee	20	0.5414985932712206	0.7702381014823914	0.7410926222801208	0.7995226979255676	0.7878788113594055	0.7637698932797014
deepacppred_lee	21	0.6309845291124805	0.8154761791229248	0.8218527436256409	0.8090692162513733	0.8122065663337708	0.8170011833276124
deepacppred_lee	22	0.5858545523984517	0.7928571701049805	0.805225670337677	0.7804296016693115	0.7865429520606995	0.7957746709043284
deepacppred_lee	23	0.5235609710658332	0.7607142925262451	0.7173396944999695	0.8042959570884705	0.7864583134651184	0.750310564756549
deepacppred_lee	24	0.4602042868697331	0.726190447807312	0.6365795731544495	0.8162291049957275	0.7768115997314453	0.6997389355738333
deepacppred_lee	25	0.6197120658194081	0.8083333373069763	0.7600950002670288	0.8568019270896912	0.8421052694320679	0.7990012448494282
deepacppred_lee	26	0.5478708937436895	0.773809552192688	0.7600950002670288	0.7875894904136658	0.7823960781097412	0.7710843265629382
deepacppred_lee	27	0.5790841045351866	0.7892857193946838	0.7695962190628052	0.8090692162513733	0.801980197429657	0.785454585136856
deepacppred_lee	28	0.46206037567333835	0.7285714149475098	0.6579572558403015	0.7995226979255676	0.7673130035400391	0.708439867799004
deepacppred_lee	29	0.5398382722015108	0.7678571343421936	0.7078384757041931	0.8281623125076294	0.8054053783416748	0.7534765680359383
deepacppred_tyagi	0	0.5933204529195752	0.794444453716278	0.8143526554107666	0.7767734527587891	0.8127147912979126	0.8101033314389093
deepacppred_tyagi	1	0.643877261776298	0.8473684191703796	0.7205015599727631	0.9077715396881103	0.790569132566452	0.7515808319795036
deepacppred_tyagi	2	0.6322723677751563	0.8421052634716034	0.7377272784709931	0.8895178973674774	0.7567619740962982	0.7444899302442816
deepacppred_tyagi	3	0.6624438114905143	0.8561403453350067	0.7717168509960175	0.8993679285049438	0.7663358181715012	0.7620064181773597
deepacppred_tyagi	4	0.6537190694710879	0.8543859660625458	0.7311352550983429	0.9082091152667999	0.7868625164031983	0.7532223690456392
deepacppred_tyagi	5	0.6590177698445114	0.8543859660625458	0.7357841998338699	0.9112938523292542	0.7904659330844879	0.755616280954761
