Dataset	Seed	MCC	Accuracy	Recall	Specificity	Precision	F1
deepacppred_tyagi	6	0.616190530968368	0.8333333313465119	0.7112445831298828	0.8920943081378937	0.7667685270309448	0.7320530206549469
deepacppred_tyagi	7	0.6317364510200217	0.842105257511139	0.7244842767715454	0.8984309673309326	0.7684064865112304	0.738295394440707
deepacppred_tyagi	8	0.5413061307530412	0.8052631616592407	0.6608720034360885	0.871313351392746	0.7029109328985215	0.6770639746663372
deepacppred_tyagi	9	0.6338571692624967	0.8403508782386779	0.7299670159816742	0.9005127906799316	0.7691344738006591	0.7402923773521508
deepacppred_tyagi	10	0.6091303644650897	0.8280701816082001	0.7303014934062958	0.8768669664859772	0.7449822545051574	0.7346258408013923
deepacppred_tyagi	11	0.6387889622794404	0.842105257511139	0.7414316713809967	0.8896397292613983	0.7710268795490265	0.7508638083579915
deepacppred_tyagi	12	0.6113184827915303	0.8315789639949799	0.6983835935592652	0.8954734444618225	0.7717376351356506	0.7226829633570487
deepacppred_tyagi	13	0.5919649068371868	0.8228070259094238	0.7130245804786682	0.8788694858551025	0.7320666074752807	0.7166808806212679
deepacppred_tyagi	14	0.6447439725176546	0.8456140339374543	0.7106236636638641	0.9150342047214508	0.8028571486473084	0.7473199958519822
deepacppred_tyagi	15	0.6076629949632053	0.8298245668411255	0.7139757364988327	0.8917643249034881	0.7488558650016784	0.7225560493852663
deepacppred_tyagi	16	0.6115821388490964	0.8315789580345154	0.7213775634765625	0.8845291614532471	0.7529842257499695	0.7322335437610665
deepacppred_tyagi	17	0.6457658821882114	0.8385964930057526	0.7255937397480011	0.9015201508998871	0.7962407410144806	0.7423061318157054
deepacppred_tyagi	18	0.622811127619512	0.8385964930057526	0.7203520476818085	0.8941667377948761	0.7602455675601959	0.7353172862532746
deepacppred_tyagi	19	0.6625068432492781	0.8543859720230103	0.7196517646312713	0.9226440608501434	0.8163396298885346	0.7578094993778044
deepacppred_tyagi	20	0.653868857686197	0.8543859660625458	0.7260930001735687	0.9139436662197113	0.7970186293125152	0.7533488423713549
deepacppred_tyagi	21	0.5908566191257659	0.8228070139884949	0.6800664246082306	0.8956912815570831	0.7592366993427276	0.7134524922222819
deepacppred_tyagi	22	0.5903027176185218	0.8228070199489593	0.6909457355737686	0.8870843052864075	0.7459198564291001	0.7080685770849727
deepacppred_tyagi	23	0.6312529802836251	0.8403508782386779	0.7128201365470886	0.904878431558609	0.7849528133869171	0.7443907629047135
deepacppred_tyagi	24	0.6513577296683091	0.849122816324234	0.7181165218353271	0.9117623090744018	0.8045063018798828	0.754183293822635
deepacppred_tyagi	25	0.635229688564996	0.8421052634716034	0.7193824619054794	0.9011152267456055	0.7804055273532867	0.7421840469472987
deepacppred_tyagi	26	0.6674699544075324	0.8561403572559356	0.7449254870414734	0.9092649936676025	0.8003083825111389	0.7662631818768477
deepacppred_tyagi	27	0.6537930328334645	0.849122804403305	0.7471414685249329	0.9037349820137024	0.7839120030403137	0.7587621736522991
deepacppred_tyagi	28	0.6264650804970651	0.8368421077728272	0.7070430994033814	0.899955940246582	0.7819778501987458	0.7356080410855045
deepacppred_tyagi	29	0.6019550755833262	0.8263157963752746	0.7198502957820893	0.8798141717910767	0.7392227470874786	0.7223516060346732
